Class	Year	Gender	t	AttAge	IssAge	AgeGroup	No_Policy	No_Claim	AgeGroup2
Paid	2008	2	16	37	22	37	0	1	37
Paid	2008	2	16	40	25	42	0	1	42
Paid	2008	2	16	43	28	42	0	1	42
Paid	2008	2	16	44	29	42	0	3	42
Paid	2008	2	16	46	31	47	0	1	47
Paid	2008	2	16	47	32	47	0	2	47
Paid	2008	2	16	51	36	52	0	1	52
Paid	2008	2	16	53	38	52	0	1	52
Paid	2008	2	16	55	40	57	0	2	57
Paid	2008	2	16	56	41	57	0	2	57
Paid	2008	2	16	62	47	62	0	1	62
Paid	2008	2	16	63	48	62	0	2	62
Paid	2008	2	16	64	49	62	0	1	62
Paid	2008	2	16	68	53	67	0	1	67
Paid	2008	2	17	16	0	17	0	1	17
Paid	2008	2	17	38	22	37	0	1	37
Paid	2008	2	17	44	28	42	0	2	42
Paid	2008	2	17	47	31	47	0	1	47
Paid	2008	2	17	49	33	47	0	1	47
Paid	2008	2	17	59	43	57	0	1	57
Paid	2008	2	17	61	45	62	0	1	62
Paid	2008	2	18	18	1	17	0	1	17
Paid	2009	1	1	0	0	0	0	276	2.5
Paid	2009	1	1	2	2	2.5	0	2	2.5
Paid	2009	1	1	17	17	17	0	1	17
Paid	2009	1	1	18	18	17	0	1	17
Paid	2009	1	1	19	19	17	0	1	17
Paid	2009	1	1	21	21	22	0	1	22
Paid	2009	1	1	22	22	22	0	1	22
Paid	2009	1	1	23	23	22	0	1	22
Paid	2009	1	1	24	24	22	0	5	22
Paid	2009	1	1	25	25	27	0	3	27
Paid	2009	1	1	26	26	27	0	6	27
Paid	2009	1	1	27	27	27	0	2	27
Paid	2009	1	1	28	28	27	0	5	27
Paid	2009	1	1	29	29	27	0	10	27
Paid	2009	1	1	30	30	32	0	5	32
Paid	2009	1	1	31	31	32	0	1	32
Paid	2009	1	1	32	32	32	0	3	32
Paid	2009	1	1	33	33	32	0	1	32
Paid	2009	1	1	34	34	32	0	2	32
Paid	2009	1	1	35	35	37	0	9	37
Paid	2009	1	1	36	36	37	0	5	37
Paid	2009	1	1	37	37	37	0	5	37
Paid	2009	1	1	38	38	37	0	6	37
Paid	2009	1	1	39	39	37	0	4	37
Paid	2009	1	1	40	40	42	0	2	42
Paid	2009	1	1	41	41	42	0	10	42
Paid	2009	1	1	42	42	42	0	6	42
Paid	2009	1	1	43	43	42	0	2	42
Paid	2009	1	1	44	44	42	0	4	42
Paid	2009	1	1	45	45	47	0	6	47
Paid	2009	1	1	46	46	47	0	3	47
Paid	2009	1	1	47	47	47	0	2	47
Paid	2009	1	1	48	48	47	0	7	47
Paid	2009	1	1	49	49	47	0	6	47
Paid	2009	1	1	50	50	52	0	3	52
Paid	2009	1	1	51	51	52	0	3	52
Paid	2009	1	1	52	52	52	0	2	52
Paid	2009	1	1	53	53	52	0	1	52
Paid	2009	1	1	54	54	52	0	1	52
Paid	2009	1	1	55	55	57	0	4	57
Paid	2009	1	1	56	56	57	0	3	57
Paid	2009	1	1	58	58	57	0	1	57
Paid	2009	1	1	59	59	57	0	2	57
Paid	2009	1	1	60	60	62	0	3	62
Paid	2009	1	1	62	62	62	0	2	62
Paid	2009	1	1	66	66	67	0	4	67
Paid	2009	1	1	70	70	72	0	1	72
Paid	2009	1	2	1	0	2.5	0	7	2.5
Paid	2009	1	2	2	1	2.5	0	1	2.5
Paid	2009	1	2	6	5	7	0	1	7
Paid	2009	1	2	7	6	7	0	1	7
Paid	2009	1	2	12	11	12	0	2	12
Paid	2009	1	2	13	12	12	0	2	12
Paid	2009	1	2	20	19	22	0	1	22
Paid	2009	1	2	21	20	22	0	1	22
Paid	2009	1	2	22	21	22	0	1	22
Paid	2009	1	2	24	23	22	0	1	22
Paid	2009	1	2	25	24	27	0	2	27
Paid	2009	1	2	26	25	27	0	2	27
Paid	2009	1	2	27	26	27	0	1	27
Paid	2009	1	2	29	28	27	0	2	27
Paid	2009	1	2	30	29	32	0	1	32
Paid	2009	1	2	31	30	32	0	2	32
Paid	2009	1	2	32	31	32	0	1	32
Paid	2009	1	2	33	32	32	0	2	32
Paid	2009	1	2	34	33	32	0	4	32
Paid	2009	1	2	36	35	37	0	2	37
Paid	2009	1	2	37	36	37	0	8	37
Paid	2009	1	2	38	37	37	0	1	37
Paid	2009	1	2	39	38	37	0	4	37
Paid	2009	1	2	40	39	42	0	4	42
Paid	2009	1	2	41	40	42	0	2	42
Paid	2009	1	2	44	43	42	0	1	42
Paid	2009	1	2	45	44	47	0	2	47
Paid	2009	1	2	46	45	47	0	8	47
Paid	2009	1	2	47	46	47	0	1	47
Paid	2009	1	2	48	47	47	0	2	47
Paid	2009	1	2	49	48	47	0	5	47
Paid	2009	1	2	50	49	52	0	4	52
Paid	2009	1	2	51	50	52	0	3	52
Paid	2009	1	2	52	51	52	0	6	52
Paid	2009	1	2	53	52	52	0	2	52
Paid	2009	1	2	54	53	52	0	2	52
Paid	2009	1	2	55	54	57	0	2	57
Paid	2009	1	2	56	55	57	0	4	57
Paid	2009	1	2	57	56	57	0	2	57
Paid	2009	1	2	58	57	57	0	1	57
Paid	2009	1	2	59	58	57	0	5	57
Paid	2009	1	2	60	59	62	0	2	62
Paid	2009	1	2	61	60	62	0	2	62
Paid	2009	1	2	62	61	62	0	6	62
Paid	2009	1	2	63	62	62	0	1	62
Paid	2009	1	2	64	63	62	0	4	62
Paid	2009	1	2	65	64	67	0	2	67
Paid	2009	1	2	66	65	67	0	2	67
Paid	2009	1	2	67	66	67	0	2	67
Paid	2009	1	2	68	67	67	0	2	67
Paid	2009	1	2	69	68	67	0	1	67
Paid	2009	1	2	70	69	72	0	1	72
Paid	2009	1	2	71	70	72	0	2	72
Paid	2009	1	3	2	0	2.5	0	6	2.5
Paid	2009	1	3	7	5	7	0	1	7
Paid	2009	1	3	8	6	7	0	1	7
Paid	2009	1	3	17	15	17	0	1	17
Paid	2009	1	3	25	23	27	0	1	27
Paid	2009	1	3	26	24	27	0	2	27
Paid	2009	1	3	28	26	27	0	2	27
Paid	2009	1	3	29	27	27	0	2	27
Paid	2009	1	3	32	30	32	0	2	32
Paid	2009	1	3	33	31	32	0	1	32
Paid	2009	1	3	34	32	32	0	1	32
Paid	2009	1	3	35	33	37	0	2	37
Paid	2009	1	3	36	34	37	0	1	37
Paid	2009	1	3	37	35	37	0	2	37
Paid	2009	1	3	39	37	37	0	2	37
Paid	2009	1	3	40	38	42	0	2	42
Paid	2009	1	3	41	39	42	0	3	42
Paid	2009	1	3	42	40	42	0	2	42
Paid	2009	1	3	44	42	42	0	4	42
Paid	2009	1	3	45	43	47	0	4	47
Paid	2009	1	3	46	44	47	0	2	47
Paid	2009	1	3	47	45	47	0	2	47
Paid	2009	1	3	48	46	47	0	4	47
Paid	2009	1	3	49	47	47	0	3	47
Paid	2009	1	3	50	48	52	0	4	52
Paid	2009	1	3	51	49	52	0	5	52
Paid	2009	1	3	52	50	52	0	8	52
Paid	2009	1	3	53	51	52	0	2	52
Paid	2009	1	3	54	52	52	0	5	52
Paid	2009	1	3	55	53	57	0	4	57
Paid	2009	1	3	56	54	57	0	2	57
Paid	2009	1	3	57	55	57	0	6	57
Paid	2009	1	3	58	56	57	0	1	57
Paid	2009	1	3	59	57	57	0	1	57
Paid	2009	1	3	60	58	62	0	1	62
Paid	2009	1	3	61	59	62	0	9	62
Paid	2009	1	3	62	60	62	0	3	62
Paid	2009	1	3	63	61	62	0	2	62
Paid	2009	1	3	64	62	62	0	5	62
Paid	2009	1	3	65	63	67	0	3	67
Paid	2009	1	3	66	64	67	0	2	67
Paid	2009	1	3	67	65	67	0	2	67
Paid	2009	1	3	68	66	67	0	2	67
Paid	2009	1	3	69	67	67	0	2	67
Paid	2009	1	3	70	68	72	0	6	72
Paid	2009	1	3	71	69	72	0	2	72
Paid	2009	1	3	72	70	72	0	1	72
Paid	2009	1	4	3	0	2.5	0	1	2.5
Paid	2009	1	4	6	3	7	0	1	7
Paid	2009	1	4	7	4	7	0	1	7
Paid	2009	1	4	9	6	7	0	1	7
Paid	2009	1	4	12	9	12	0	1	12
Paid	2009	1	4	16	13	17	0	1	17
Paid	2009	1	4	17	14	17	0	1	17
Paid	2009	1	4	19	16	17	0	2	17
Paid	2009	1	4	20	17	22	0	1	22
Paid	2009	1	4	25	22	27	0	3	27
Paid	2009	1	4	26	23	27	0	1	27
Paid	2009	1	4	28	25	27	0	2	27
Paid	2009	1	4	32	29	32	0	3	32
Paid	2009	1	4	34	31	32	0	1	32
Paid	2009	1	4	36	33	37	0	2	37
Paid	2009	1	4	37	34	37	0	3	37
Paid	2009	1	4	38	35	37	0	2	37
Paid	2009	1	4	39	36	37	0	1	37
Paid	2009	1	4	40	37	42	0	2	42
Paid	2009	1	4	42	39	42	0	1	42
Paid	2009	1	4	43	40	42	0	2	42
Paid	2009	1	4	44	41	42	0	2	42
Paid	2009	1	4	45	42	47	0	1	47
Paid	2009	1	4	46	43	47	0	2	47
Paid	2009	1	4	47	44	47	0	1	47
Paid	2009	1	4	48	45	47	0	3	47
Paid	2009	1	4	49	46	47	0	2	47
Paid	2009	1	4	50	47	52	0	2	52
Paid	2009	1	4	51	48	52	0	6	52
Paid	2009	1	4	52	49	52	0	2	52
Paid	2009	1	4	53	50	52	0	6	52
Paid	2009	1	4	54	51	52	0	4	52
Paid	2009	1	4	55	52	57	0	2	57
Paid	2009	1	4	56	53	57	0	6	57
Paid	2009	1	4	57	54	57	0	3	57
Paid	2009	1	4	58	55	57	0	2	57
Paid	2009	1	4	59	56	57	0	3	57
Paid	2009	1	4	60	57	62	0	1	62
Paid	2009	1	4	61	58	62	0	1	62
Paid	2009	1	4	62	59	62	0	3	62
Paid	2009	1	4	63	60	62	0	2	62
Paid	2009	1	4	64	61	62	0	2	62
Paid	2009	1	4	65	62	67	0	4	67
Paid	2009	1	4	66	63	67	0	3	67
Paid	2009	1	4	67	64	67	0	6	67
Paid	2009	1	4	68	65	67	0	4	67
Paid	2009	1	4	69	66	67	0	1	67
Paid	2009	1	4	70	67	72	0	2	72
Paid	2009	1	4	71	68	72	0	1	72
Paid	2009	1	4	72	69	72	0	1	72
Paid	2009	1	4	73	70	72	0	2	72
Paid	2009	1	5	4	0	2.5	0	2	2.5
Paid	2009	1	5	9	5	7	0	1	7
Paid	2009	1	5	10	6	12	0	1	12
Paid	2009	1	5	16	12	17	0	1	17
Paid	2009	1	5	19	15	17	0	1	17
Paid	2009	1	5	21	17	22	0	1	22
Paid	2009	1	5	26	22	27	0	1	27
Paid	2009	1	5	28	24	27	0	2	27
Paid	2009	1	5	31	27	32	0	2	32
Paid	2009	1	5	33	29	32	0	1	32
Paid	2009	1	5	34	30	32	0	1	32
Paid	2009	1	5	40	36	42	0	2	42
Paid	2009	1	5	41	37	42	0	2	42
Paid	2009	1	5	42	38	42	0	2	42
Paid	2009	1	5	43	39	42	0	4	42
Paid	2009	1	5	44	40	42	0	3	42
Paid	2009	1	5	45	41	47	0	2	47
Paid	2009	1	5	46	42	47	0	2	47
Paid	2009	1	5	48	44	47	0	2	47
Paid	2009	1	5	49	45	47	0	2	47
Paid	2009	1	5	50	46	52	0	1	52
Paid	2009	1	5	51	47	52	0	2	52
Paid	2009	1	5	52	48	52	0	5	52
Paid	2009	1	5	53	49	52	0	2	52
Paid	2009	1	5	54	50	52	0	2	52
Paid	2009	1	5	55	51	57	0	2	57
Paid	2009	1	5	56	52	57	0	2	57
Paid	2009	1	5	57	53	57	0	2	57
Paid	2009	1	5	58	54	57	0	4	57
Paid	2009	1	5	59	55	57	0	3	57
Paid	2009	1	5	60	56	62	0	2	62
Paid	2009	1	5	61	57	62	0	2	62
Paid	2009	1	5	62	58	62	0	3	62
Paid	2009	1	5	63	59	62	0	3	62
Paid	2009	1	5	64	60	62	0	4	62
Paid	2009	1	5	65	61	67	0	1	67
Paid	2009	1	5	66	62	67	0	1	67
Paid	2009	1	5	67	63	67	0	2	67
Paid	2009	1	5	68	64	67	0	2	67
Paid	2009	1	5	69	65	67	0	1	67
Paid	2009	1	5	73	69	72	0	1	72
Paid	2009	1	5	76	72	77	0	1	77
Paid	2009	1	6	5	0	7	0	1	7
Paid	2009	1	6	6	1	7	0	2	7
Paid	2009	1	6	10	5	12	0	1	12
Paid	2009	1	6	26	21	27	0	1	27
Paid	2009	1	6	27	22	27	0	2	27
Paid	2009	1	6	29	24	27	0	2	27
Paid	2009	1	6	31	26	32	0	1	32
Paid	2009	1	6	32	27	32	0	1	32
Paid	2009	1	6	35	30	37	0	1	37
Paid	2009	1	6	37	32	37	0	2	37
Paid	2009	1	6	38	33	37	0	2	37
Paid	2009	1	6	39	34	37	0	2	37
Paid	2009	1	6	40	35	42	0	2	42
Paid	2009	1	6	41	36	42	0	3	42
Paid	2009	1	6	42	37	42	0	2	42
Paid	2009	1	6	44	39	42	0	2	42
Paid	2009	1	6	45	40	47	0	2	47
Paid	2009	1	6	46	41	47	0	2	47
Paid	2009	1	6	47	42	47	0	2	47
Paid	2009	1	6	48	43	47	0	4	47
Paid	2009	1	6	49	44	47	0	4	47
Paid	2009	1	6	50	45	52	0	3	52
Paid	2009	1	6	51	46	52	0	2	52
Paid	2009	1	6	52	47	52	0	4	52
Paid	2009	1	6	53	48	52	0	3	52
Paid	2009	1	6	54	49	52	0	4	52
Paid	2009	1	6	55	50	57	0	3	57
Paid	2009	1	6	56	51	57	0	2	57
Paid	2009	1	6	58	53	57	0	2	57
Paid	2009	1	6	59	54	57	0	2	57
Paid	2009	1	6	60	55	62	0	3	62
Paid	2009	1	6	61	56	62	0	2	62
Paid	2009	1	6	63	58	62	0	2	62
Paid	2009	1	6	64	59	62	0	1	62
Paid	2009	1	6	65	60	67	0	2	67
Paid	2009	1	6	66	61	67	0	2	67
Paid	2009	1	6	68	63	67	0	1	67
Paid	2009	1	6	69	64	67	0	2	67
Paid	2009	1	6	70	65	72	0	1	72
Paid	2009	1	6	71	66	72	0	1	72
Paid	2009	1	7	6	0	7	0	2	7
Paid	2009	1	7	9	3	7	0	1	7
Paid	2009	1	7	25	19	27	0	1	27
Paid	2009	1	7	26	20	27	0	1	27
Paid	2009	1	7	33	27	32	0	1	32
Paid	2009	1	7	38	32	37	0	1	37
Paid	2009	1	7	39	33	37	0	2	37
Paid	2009	1	7	40	34	42	0	1	42
Paid	2009	1	7	41	35	42	0	2	42
Paid	2009	1	7	42	36	42	0	1	42
Paid	2009	1	7	44	38	42	0	4	42
Paid	2009	1	7	46	40	47	0	1	47
Paid	2009	1	7	47	41	47	0	2	47
Paid	2009	1	7	48	42	47	0	1	47
Paid	2009	1	7	49	43	47	0	1	47
Paid	2009	1	7	51	45	52	0	1	52
Paid	2009	1	7	52	46	52	0	3	52
Paid	2009	1	7	53	47	52	0	2	52
Paid	2009	1	7	54	48	52	0	5	52
Paid	2009	1	7	55	49	57	0	2	57
Paid	2009	1	7	56	50	57	0	2	57
Paid	2009	1	7	57	51	57	0	2	57
Paid	2009	1	7	58	52	57	0	2	57
Paid	2009	1	7	59	53	57	0	1	57
Paid	2009	1	7	60	54	62	0	1	62
Paid	2009	1	7	61	55	62	0	2	62
Paid	2009	1	7	62	56	62	0	2	62
Paid	2009	1	7	63	57	62	0	1	62
Paid	2009	1	7	64	58	62	0	2	62
Paid	2009	1	7	65	59	67	0	2	67
Paid	2009	1	7	66	60	67	0	1	67
Paid	2009	1	7	67	61	67	0	3	67
Paid	2009	1	7	68	62	67	0	1	67
Paid	2009	1	7	69	63	67	0	2	67
Paid	2009	1	7	70	64	72	0	2	72
Paid	2009	1	7	73	67	72	0	1	72
Paid	2009	1	8	21	14	22	0	1	22
Paid	2009	1	8	22	15	22	0	1	22
Paid	2009	1	8	25	18	27	0	2	27
Paid	2009	1	8	26	19	27	0	1	27
Paid	2009	1	8	30	23	32	0	1	32
Paid	2009	1	8	35	28	37	0	1	37
Paid	2009	1	8	37	30	37	0	2	37
Paid	2009	1	8	38	31	37	0	1	37
Paid	2009	1	8	40	33	42	0	2	42
Paid	2009	1	8	43	36	42	0	1	42
Paid	2009	1	8	45	38	47	0	2	47
Paid	2009	1	8	46	39	47	0	1	47
Paid	2009	1	8	47	40	47	0	3	47
Paid	2009	1	8	48	41	47	0	2	47
Paid	2009	1	8	49	42	47	0	3	47
Paid	2009	1	8	50	43	52	0	6	52
Paid	2009	1	8	51	44	52	0	6	52
Paid	2009	1	8	52	45	52	0	2	52
Paid	2009	1	8	53	46	52	0	1	52
Paid	2009	1	8	54	47	52	0	6	52
Paid	2009	1	8	55	48	57	0	3	57
Paid	2009	1	8	56	49	57	0	1	57
Paid	2009	1	8	58	51	57	0	2	57
Paid	2009	1	8	59	52	57	0	1	57
Paid	2009	1	8	60	53	62	0	1	62
Paid	2009	1	8	61	54	62	0	3	62
Paid	2009	1	8	62	55	62	0	6	62
Paid	2009	1	8	63	56	62	0	1	62
Paid	2009	1	8	64	57	62	0	1	62
Paid	2009	1	8	65	58	67	0	2	67
Paid	2009	1	8	66	59	67	0	2	67
Paid	2009	1	8	67	60	67	0	3	67
Paid	2009	1	8	68	61	67	0	2	67
Paid	2009	1	8	69	62	67	0	2	67
Paid	2009	1	8	70	63	72	0	2	72
Paid	2009	1	9	26	18	27	0	1	27
Paid	2009	1	9	28	20	27	0	1	27
Paid	2009	1	9	32	24	32	0	1	32
Paid	2009	1	9	33	25	32	0	1	32
Paid	2009	1	9	36	28	37	0	1	37
Paid	2009	1	9	37	29	37	0	1	37
Paid	2009	1	9	38	30	37	0	1	37
Paid	2009	1	9	39	31	37	0	1	37
Paid	2009	1	9	41	33	42	0	1	42
Paid	2009	1	9	42	34	42	0	2	42
Paid	2009	1	9	43	35	42	0	2	42
Paid	2009	1	9	45	37	47	0	1	47
Paid	2009	1	9	47	39	47	0	6	47
Paid	2009	1	9	48	40	47	0	2	47
Paid	2009	1	9	49	41	47	0	5	47
Paid	2009	1	9	50	42	52	0	5	52
Paid	2009	1	9	51	43	52	0	3	52
Paid	2009	1	9	52	44	52	0	2	52
Paid	2009	1	9	53	45	52	0	4	52
Paid	2009	1	9	55	47	57	0	5	57
Paid	2009	1	9	56	48	57	0	2	57
Paid	2009	1	9	57	49	57	0	2	57
Paid	2009	1	9	58	50	57	0	2	57
Paid	2009	1	9	59	51	57	0	6	57
Paid	2009	1	9	60	52	62	0	3	62
Paid	2009	1	9	61	53	62	0	2	62
Paid	2009	1	9	62	54	62	0	5	62
Paid	2009	1	9	63	55	62	0	2	62
Paid	2009	1	9	64	56	62	0	2	62
Paid	2009	1	9	65	57	67	0	2	67
Paid	2009	1	9	66	58	67	0	2	67
Paid	2009	1	9	67	59	67	0	2	67
Paid	2009	1	9	68	60	67	0	6	67
Paid	2009	1	9	69	61	67	0	2	67
Paid	2009	1	9	70	62	72	0	2	72
Paid	2009	1	9	71	63	72	0	2	72
Paid	2009	1	9	73	65	72	0	2	72
Paid	2009	1	9	75	67	77	0	1	77
Paid	2009	1	10	9	0	7	0	2	7
Paid	2009	1	10	10	1	12	0	1	12
Paid	2009	1	10	18	9	17	0	1	17
Paid	2009	1	10	21	12	22	0	1	22
Paid	2009	1	10	23	14	22	0	1	22
Paid	2009	1	10	24	15	22	0	1	22
Paid	2009	1	10	26	17	27	0	2	27
Paid	2009	1	10	27	18	27	0	1	27
Paid	2009	1	10	30	21	32	0	2	32
Paid	2009	1	10	32	23	32	0	1	32
Paid	2009	1	10	34	25	32	0	1	32
Paid	2009	1	10	35	26	37	0	1	37
Paid	2009	1	10	36	27	37	0	1	37
Paid	2009	1	10	38	29	37	0	1	37
Paid	2009	1	10	39	30	37	0	1	37
Paid	2009	1	10	41	32	42	0	2	42
Paid	2009	1	10	42	33	42	0	2	42
Paid	2009	1	10	43	34	42	0	1	42
Paid	2009	1	10	45	36	47	0	2	47
Paid	2009	1	10	46	37	47	0	2	47
Paid	2009	1	10	47	38	47	0	1	47
Paid	2009	1	10	48	39	47	0	5	47
Paid	2009	1	10	49	40	47	0	2	47
Paid	2009	1	10	50	41	52	0	1	52
Paid	2009	1	10	51	42	52	0	4	52
Paid	2009	1	10	52	43	52	0	2	52
Paid	2009	1	10	53	44	52	0	2	52
Paid	2009	1	10	54	45	52	0	3	52
Paid	2009	1	10	55	46	57	0	5	57
Paid	2009	1	10	56	47	57	0	1	57
Paid	2009	1	10	57	48	57	0	3	57
Paid	2009	1	10	58	49	57	0	2	57
Paid	2009	1	10	59	50	57	0	2	57
Paid	2009	1	10	60	51	62	0	3	62
Paid	2009	1	10	61	52	62	0	3	62
Paid	2009	1	10	63	54	62	0	5	62
Paid	2009	1	10	64	55	62	0	3	62
Paid	2009	1	10	65	56	67	0	4	67
Paid	2009	1	10	66	57	67	0	2	67
Paid	2009	1	10	67	58	67	0	3	67
Paid	2009	1	10	68	59	67	0	2	67
Paid	2009	1	10	69	60	67	0	3	67
Paid	2009	1	10	70	61	72	0	2	72
Paid	2009	1	10	72	63	72	0	1	72
Paid	2009	1	10	73	64	72	0	2	72
Paid	2009	1	10	74	65	72	0	1	72
Paid	2009	1	11	22	12	22	0	2	22
Paid	2009	1	11	25	15	27	0	1	27
Paid	2009	1	11	26	16	27	0	2	27
Paid	2009	1	11	29	19	27	0	2	27
Paid	2009	1	11	31	21	32	0	1	32
Paid	2009	1	11	35	25	37	0	2	37
Paid	2009	1	11	36	26	37	0	1	37
Paid	2009	1	11	39	29	37	0	1	37
Paid	2009	1	11	40	30	42	0	2	42
Paid	2009	1	11	41	31	42	0	1	42
Paid	2009	1	11	42	32	42	0	2	42
Paid	2009	1	11	43	33	42	0	2	42
Paid	2009	1	11	45	35	47	0	4	47
Paid	2009	1	11	46	36	47	0	1	47
Paid	2009	1	11	47	37	47	0	6	47
Paid	2009	1	11	48	38	47	0	2	47
Paid	2009	1	11	49	39	47	0	1	47
Paid	2009	1	11	50	40	52	0	4	52
Paid	2009	1	11	51	41	52	0	2	52
Paid	2009	1	11	52	42	52	0	4	52
Paid	2009	1	11	53	43	52	0	4	52
Paid	2009	1	11	54	44	52	0	6	52
Paid	2009	1	11	55	45	57	0	1	57
Paid	2009	1	11	56	46	57	0	1	57
Paid	2009	1	11	57	47	57	0	3	57
Paid	2009	1	11	58	48	57	0	6	57
Paid	2009	1	11	59	49	57	0	2	57
Paid	2009	1	11	60	50	62	0	6	62
Paid	2009	1	11	61	51	62	0	5	62
Paid	2009	1	11	62	52	62	0	4	62
Paid	2009	1	11	63	53	62	0	6	62
Paid	2009	1	11	64	54	62	0	5	62
Paid	2009	1	11	65	55	67	0	6	67
Paid	2009	1	11	66	56	67	0	3	67
Paid	2009	1	11	67	57	67	0	3	67
Paid	2009	1	11	68	58	67	0	2	67
Paid	2009	1	11	69	59	67	0	2	67
Paid	2009	1	11	70	60	72	0	6	72
Paid	2009	1	11	71	61	72	0	2	72
Paid	2009	1	11	72	62	72	0	2	72
Paid	2009	1	11	73	63	72	0	1	72
Paid	2009	1	11	74	64	72	0	2	72
Paid	2009	1	11	75	65	77	0	2	77
Paid	2009	1	11	76	66	77	0	1	77
Paid	2009	1	11	77	67	77	0	2	77
Paid	2009	1	11	78	68	77	0	3	77
Paid	2009	1	11	79	69	77	0	1	77
Paid	2009	1	11	80	70	82	0	1	82
Paid	2009	1	11	83	73	82	0	2	82
Paid	2009	1	11	84	74	82	0	1	82
Paid	2009	1	12	24	13	22	0	1	22
Paid	2009	1	12	33	22	32	0	1	32
Paid	2009	1	12	34	23	32	0	1	32
Paid	2009	1	12	37	26	37	0	1	37
Paid	2009	1	12	39	28	37	0	1	37
Paid	2009	1	12	41	30	42	0	2	42
Paid	2009	1	12	42	31	42	0	2	42
Paid	2009	1	12	43	32	42	0	1	42
Paid	2009	1	12	45	34	47	0	1	47
Paid	2009	1	12	46	35	47	0	1	47
Paid	2009	1	12	47	36	47	0	1	47
Paid	2009	1	12	48	37	47	0	2	47
Paid	2009	1	12	49	38	47	0	2	47
Paid	2009	1	12	50	39	52	0	3	52
Paid	2009	1	12	51	40	52	0	1	52
Paid	2009	1	12	52	41	52	0	2	52
Paid	2009	1	12	53	42	52	0	2	52
Paid	2009	1	12	54	43	52	0	3	52
Paid	2009	1	12	55	44	57	0	2	57
Paid	2009	1	12	57	46	57	0	2	57
Paid	2009	1	12	58	47	57	0	2	57
Paid	2009	1	12	59	48	57	0	2	57
Paid	2009	1	12	60	49	62	0	1	62
Paid	2009	1	12	61	50	62	0	2	62
Paid	2009	1	12	63	52	62	0	3	62
Paid	2009	1	12	64	53	62	0	2	62
Paid	2009	1	12	65	54	67	0	2	67
Paid	2009	1	12	66	55	67	0	3	67
Paid	2009	1	12	67	56	67	0	2	67
Paid	2009	1	12	70	59	72	0	2	72
Paid	2009	1	12	71	60	72	0	1	72
Paid	2009	1	12	72	61	72	0	1	72
Paid	2009	1	12	77	66	77	0	1	77
Paid	2009	1	12	87	76	87	0	1	87
Paid	2009	1	12	93	82	92	0	1	92
Paid	2009	1	13	23	11	22	0	1	22
Paid	2009	1	13	27	15	27	0	1	27
Paid	2009	1	13	30	18	32	0	1	32
Paid	2009	1	13	37	25	37	0	2	37
Paid	2009	1	13	38	26	37	0	1	37
Paid	2009	1	13	39	27	37	0	1	37
Paid	2009	1	13	40	28	42	0	1	42
Paid	2009	1	13	41	29	42	0	3	42
Paid	2009	1	13	42	30	42	0	3	42
Paid	2009	1	13	46	34	47	0	1	47
Paid	2009	1	13	47	35	47	0	2	47
Paid	2009	1	13	48	36	47	0	4	47
Paid	2009	1	13	49	37	47	0	2	47
Paid	2009	1	13	50	38	52	0	2	52
Paid	2009	1	13	51	39	52	0	1	52
Paid	2009	1	13	52	40	52	0	1	52
Paid	2009	1	13	53	41	52	0	2	52
Paid	2009	1	13	54	42	52	0	2	52
Paid	2009	1	13	55	43	57	0	1	57
Paid	2009	1	13	56	44	57	0	2	57
Paid	2009	1	13	58	46	57	0	2	57
Paid	2009	1	13	59	47	57	0	4	57
Paid	2009	1	13	60	48	62	0	2	62
Paid	2009	1	13	61	49	62	0	2	62
Paid	2009	1	13	62	50	62	0	1	62
Paid	2009	1	13	67	55	67	0	1	67
Paid	2009	1	13	70	58	72	0	1	72
Paid	2009	1	14	30	17	32	0	1	32
Paid	2009	1	14	31	18	32	0	1	32
Paid	2009	1	14	38	25	37	0	1	37
Paid	2009	1	14	39	26	37	0	1	37
Paid	2009	1	14	40	27	42	0	1	42
Paid	2009	1	14	41	28	42	0	1	42
Paid	2009	1	14	42	29	42	0	1	42
Paid	2009	1	14	44	31	42	0	1	42
Paid	2009	1	14	45	32	47	0	2	47
Paid	2009	1	14	47	34	47	0	2	47
Paid	2009	1	14	48	35	47	0	2	47
Paid	2009	1	14	49	36	47	0	2	47
Paid	2009	1	14	50	37	52	0	3	52
Paid	2009	1	14	51	38	52	0	1	52
Paid	2009	1	14	52	39	52	0	2	52
Paid	2009	1	14	53	40	52	0	2	52
Paid	2009	1	14	54	41	52	0	2	52
Paid	2009	1	14	56	43	57	0	2	57
Paid	2009	1	14	57	44	57	0	1	57
Paid	2009	1	14	58	45	57	0	3	57
Paid	2009	1	14	59	46	57	0	3	57
Paid	2009	1	14	60	47	62	0	2	62
Paid	2009	1	14	61	48	62	0	2	62
Paid	2009	1	14	62	49	62	0	2	62
Paid	2009	1	14	67	54	67	0	1	67
Paid	2009	1	15	35	21	37	0	1	37
Paid	2009	1	15	38	24	37	0	1	37
Paid	2009	1	15	39	25	37	0	1	37
Paid	2009	1	15	41	27	42	0	2	42
Paid	2009	1	15	42	28	42	0	1	42
Paid	2009	1	15	43	29	42	0	2	42
Paid	2009	1	15	45	31	47	0	2	47
Paid	2009	1	15	47	33	47	0	2	47
Paid	2009	1	15	48	34	47	0	1	47
Paid	2009	1	15	49	35	47	0	1	47
Paid	2009	1	15	50	36	52	0	2	52
